"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","GAFP Investimentos e Participacoes","Angola","state","38",38,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Instituto Nacional da Seguranca Social","Angola","state","25",25,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Angola Telecom","Angola","state","18",18,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","Angola Telecom","Angola","state","majority",51,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","GAFP Investimentos e Participacoes","Angola","state","30",30,NA,"NA",1,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","unknown","NA","unknown","minority",19,NA,"NA",NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","float","unknown","unknown","5",5,"NA","NA",NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no","""The new shareholders described above add up to 95% so it is unclear whether the Government has diluted the shareholding of the former Government's allies or simply repossessed them."" (AllAfrica  2022)"
"45114","Tobias",2021,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Empresa Nacional de Correios e Telegrafos de Angola","Angola","state","2",2,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","GAFP Investimentos e Participacoes","Angola","state","38",38,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Instituto Nacional da Seguranca Social","Angola","state","25",25,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Angola Telecom","Angola","state","18",18,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","Angola Telecom","Angola","state","majority",51,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","GAFP Investimentos e Participacoes","Angola","state","30",30,NA,"NA",1,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Infrasat","Angola","NA","12",12,"NA","NA",0,"NA","NA","NA","unknown","NA","unknown","minority",19,NA,"NA",NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","float","unknown","unknown","5",5,"NA","NA",NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no","""The new shareholders described above add up to 95% so it is unclear whether the Government has diluted the shareholding of the former Government's allies or simply repossessed them."" (AllAfrica  2022)"
"45114","Tobias",2020,"Angola","ANG","AMG2","Movicel (separate branch of Angola Telecom)","Movicel","ORG-MTL4-AFRINIC","37081",2003,2010,0,"NA","NA","NA","Empresa Nacional de Correios e Telegrafos de Angola","Angola","state","2",2,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/KNJ7-N76R","NA","NA","NA","no",NA
"22.02.2023 08:56:16","Tobias",2022,"Angola","ANG","ANG1","Angola Telecom","Angola Telecom","ORG-AT1-AFRINIC","11259|37059",1992,0,0,"0","0","0","Government of Angola","Angola","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zoom Company Information. (February 2023). Angola Telecom. advance-lexis-com.proxy.ub.uni-frankfurt.de/api/document?collection=company-financial&id=urn:contentItem:66BR-91T3-CGX8-00MY-00000-00&context=1516831.",NA,NA,NA,NA,"-"
"02.03.2023 11:30:11","Tobias",2021,"Angola","ANG","ANG1","Angola Telecom","Angola Telecom","ORG-AT1-AFRINIC","11259, 37059",1992,0,0,NA,NA,NA,"Government of Angola","Angola","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola Country Risk Report, Angola Country Risk Report - Q1 2022. (Q1 2022). BMI Country Risk Report. advance-lexis-com.proxy.ub.uni-frankfurt.de/api/document?collection=company-financial&id=urn:contentItem:642G-DSX1-JCH6-W01B-00000-00&context=1516831.",NA,NA,NA,"Yes, validity check urgently needed","-"
"02.03.2023 11:35:24","Tobias",2020,"Angola","ANG","ANG1","Angola Telecom","Angola Telecom","ORG-AT1-AFRINIC","11259, 37059",1992,0,0,NA,NA,NA,"Government of Angola","Angola","state","100",100,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Worldbase . (January 2, 2021). ANGOLA TELECOM - EMPRESA DE TELECOMUNICACOES DE ANGOLA. advance-lexis-com.proxy.ub.uni-frankfurt.de/api/document?collection=company-financial&id=urn:contentItem:53TC-BXD0-F9VT-33WJ-00000-00&context=1516831.",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
NA,"Tobias",2022,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Government of Angola","Angola","state","100",100,"NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/MV62-Z33X","NA","NA","NA","no","shares are scheduled for tender but as of the date of coding, no official tender process has been completed"
NA,"Tobias",2021,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Sonangol","Angola","NA","50",50,"NA","NA",0,"NA","NA","NA","Government of Angola","Angola","state","100",100,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","Angola_unitel_2020_TG(2)","NA","NA","no",NA
NA,"Tobias",2021,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Vidatel","Angola","unknown","25",25,"NA","NA",0,"NA","NA","NA","unknown","British Virgin Islands","unknown","100",100,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","https://perma.cc/LBW4-9EH6","NA","NA","no","The Provincial Court of Luanda, in case no. 3301/2019 - C, dated December 30, 2019, determined the preventive seizure of Vidatel's 25% stake in Unitel. This was approved by a court on the British Virgin Islands (were Vidatel is formally located) who ordered the seizure of all Vidatel ressources in a decision from November 19, 2020. This effectively strips Isabel Dos Santos of her property of Vidatel and places it under escrow arrangement."
NA,"Tobias",2021,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Geni Holding","Angola","NA","25",25,"NA","NA",0,"NA","NA","NA","Leopoldino Fragoso do Nascimento (aka 'General Dino')","Angola","individual/family","100",100,0,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","https://perma.cc/J2PG-94QE","NA","NA","no",NA
NA,"Tobias",2020,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Sonangol","Angola","NA","50",50,"NA","NA",0,"NA","NA","NA","Government of Angola","Angola","state","100",100,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","Angola_unitel_2020_TG(2)","NA","NA","no",NA
NA,"Tobias",2020,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Vidatel","Angola","unknown","25",25,"NA","NA",0,"NA","NA","NA","unknown","British Virgin Islands","unknown","100",100,NA,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","https://perma.cc/LBW4-9EH6","NA","NA","no","The Provincial Court of Luanda, in case no. 3301/2019 - C, dated December 30, 2019, determined the preventive seizure of Vidatel's 25% stake in Unitel. This was approved by a court on the British Virgin Islands (were Vidatel is formally located) who ordered the seizure of all Vidatel ressources in a decision from November 19, 2020. This effectively strips Isabel Dos Santos of her property of Vidatel and places it under escrow arrangement."
NA,"Tobias",2020,"Angola","ANG","ANG3","Unitel (Angola)","Unitel","ORG-US9-AFRINIC","37119",2001,2001,0,"NA","NA","NA","Geni Holding","Angola","NA","25",25,"NA","NA",0,"NA","NA","NA","Leopoldino Fragoso do Nascimento (aka 'General Dino')","Angola","individual/family","100",100,0,"NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angola_unitel_2020_TG(2)","https://perma.cc/J2PG-94QE","NA","NA","no",NA
"03.06.2023 12:05:16","Livia",2022,"Benin","BEN","BEN1","Be.Telecoms/Libercom (Benin Telecoms, Sobetel)","Libercom","ORG-BTSS1-AFRINIC","88",2000,2000,0,NA,NA,NA,"Government of Benin","Benin","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benin_Be.Tel-Libercom_2019_other.pdf
",NA,NA,NA,"Yes, validity check urgently needed","no info for this year or the company in general, c.f. issue 32"
"03.06.2023 12:02:43","Livia",2021,"Benin","BEN","BEN1","Be.Telecoms/Libercom (Benin Telecoms, Sobetel)","Libercom","ORG-BTSS1-AFRINIC","88",2000,2000,0,NA,NA,NA,"Government of Benin","Benin","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benin_Be.Tel-Libercom_2019_other.pdf",NA,NA,NA,"Yes, validity check urgently needed","no info for this year or the company in general, c.f. issue 32"
"22.04.2023 08:49:37","Livia",2020,"Benin","BEN","BEN1","Be.Telecoms/Libercom (Benin Telecoms, Sobetel)","Libercom","ORG-BTSS1-AFRINIC","88",2000,2000,0,NA,NA,NA,"Government of Benin","Benin","state","100",100,NA,NA,100,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA, tosco 1","NA, tosco 1","NA, tosco 1","NA, tosco 1","Yes, validity check urgently needed","I could not open any of the pdf files of BEN1 in tosco 1, nor can I open the companies website"
"24.05.2023 15:36:43","Livia",2022,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,NA,NA,NA,"Maroc Telecom","Morocco",NA,"100",100,NA,NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004, 2004",NA,"Etisalat","United Aram Emirates",NA,"53",53,NA,"BA",1,"Abu Dhabi Stock Exchange","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/LQ3M-MDM5, perma.cc/ZE84-8V9M","perma.cc/LQ3M-MDM5, perma.cc/ZE84-8V9M, perma.cc/6KUY-KVG2",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"24.05.2023 15:40:46","Livia",2022,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,NA,NA,NA,"Maroc Telecom","Morocco",NA,"100",100,NA,NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004, 2004",NA,"Kingdom of Maroc","Morocco","state","22",22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/LQ3M-MDM5, perma.cc/ZE84-8V9M","perma.cc/LQ3M-MDM5, perma.cc/ZE84-8V9M",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"24.05.2023 15:27:20","Livia",2021,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,NA,NA,NA,"Maroc Telecom","Morrocco",NA,"100",100,"0",NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004,2004","0","Etisalat","United Arab Emirates",NA,"53",53,NA,NA,1,"Abu Dhabi Stock Exchange","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/PC5R-USEN, perma.cc/LQ3M-MDM5","perma.cc/PC5R-USEN, perma.cc/LQ3M-MDM5, ""perma.cc/A64V-5EV7",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"24.05.2023 15:31:28","Livia",2021,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,NA,NA,NA,"Maroc Telecom","Morocco",NA,"100",100,NA,NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004,2004",NA,"Kingdom of Maroc","Morocco","state","22",22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/PC5R-USEN, perma.cc/LQ3M-MDM5","perma.cc/PC5R-USEN, perma.cc/LQ3M-MDM5",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"24.05.2023 15:11:20","Livia",2020,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,"0",NA,NA,"Maroc Telecom","Morocco",NA,"100",100,NA,NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004, 2004","0","Etisalat","United Arab Emirates",NA,"53",53,NA,NA,1,"Abu Dhabi Stock Exchange","2002","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/E4W5-FZ5H, perma.cc/LQ3M-MDM5","perma.cc/E4W5-FZ5H, perma.cc/LQ3M-MDM5, Annual Report 2020
Emirates Telecommunications Group Company PJSC (Etisalat Group) saved as PDF",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"24.05.2023 15:18:34","Livia",2020,"Benin","BEN","BEN4","Moov Benin (formerly, Atlantique Telecom, also known as Etisalat Benin, Maroc Telecom Benin)","Moov","ORG-EB1-AFRINIC","37136",1999,2000,0,NA,NA,NA,"Maroc Telecom","Morocco",NA,"100",100,NA,NA,1,"Casa Blanca Stock Exchange, Euronext Paris","2004, 2004","0","Kingdom of Maroc","Morocco","state","22",22,NA,NA,0,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/E4W5-FZ5H, perma.cc/LQ3M-MDM5","perma.cc/E4W5-FZ5H, perma.cc/LQ3M-MDM5",NA,NA,"Yes, validity check urgently needed","deviation from tosco1"
"21.05.2023 12:31:50","Livia",2022,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995","0","Government Employees Pension Fund","South Africa","state","20.56",20.56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/25W6-TCYX, perma.cc/9ZA8-PUJ4","perma.cc/25W6-TCYX, perma.cc/KEX9-CQPH",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"21.05.2023 12:43:08","Livia",2022,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995","0","M1 Limited (via Lombard Odier Darier Hentsch)","United Arab Emirates","corporation","6.44",6.44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mikati","Lebanon",1,"government",3,"M1 Limited","corporation","perma.cc/25W6-TCYX, perma.cc/9ZA8-PUJ4","perma.cc/25W6-TCYX",NA,"MTN_2020_Orbis, perma.cc/V9A2-SM2S","No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"21.05.2023 12:21:25","Livia",2021,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995","0","Government Employees Pension Fund","South Africa","state","22.01",22.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/Y9QA-L8GD, perma.cc/9ZA8-PUJ4","perma.cc/Y9QA-L8GD, perma.cc/6N7F-9ZBS",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"21.05.2023 12:26:41","Livia",2021,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995","0","M1 Limited (via Lombard Odier Darier Hentsch)","United Arab Emirates","corporation","6.44",6.44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miktai","Lebanon",1,"government",3,"M1 Limited","corporation","perma.cc/Y9QA-L8GD, perma.cc/9ZA8-PUJ4","perma.cc/Y9QA-L8GD, MTN_2021_Eikon",NA,"MTN_2020_Orbis, perma.cc/V9A2-SM2S","No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"21.05.2023 12:00:37","Livia",2020,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995","0","Governement Employees Fund","South Africa","state","25.98",25.98,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/6Z4L-PWXN, perma.cc/9ZA8-PUJ4","perma.cc/6Z4L-PWXN, perma.cc/9ZA8-PUJ4, perma.cc/8XHV-6MDB",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"21.05.2023 12:07:32","Livia",2020,"Benin","BEN","BEN5","MTN Benin (formerly Areeba, Spacetel)","MTN","ORG-SBS2-AFRINIC","37424|28683|328228",1994,2000,0,NA,NA,NA,"MTN","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","1995",NA,"M1 Limited (via Lombard Odier Darier Hentsch)","United Arab Emirates","corporation","6.44",6.44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miktai","Lebanon",1,"government",3,"M1 Limited","corporation","perma.cc/6Z4L-PWXN, perma.cc/9ZA8-PUJ4","perma.cc/6Z4L-PWXN, MTN_2020_Eikon",NA,"MTN_2020_Orbis, perma.cc/V9A2-SM2S","No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"16.07.2023","Alessandro",2022,"Burkina Faso","BFO","BFO1","Orange Burkina Faso (before Celtel Burkina Faso, Airtel Burkina Faso)","Orange Burkina Faso","ORG-ABFS1-AFRINIC","37577",2001,2001,0,NA,NA,NA,"ORANGE COTE D'IVOIRE S.A.","Cote d'Ivoire","corporation","100",100,NA,NA,1,"Bourse Regional Des Valeurs Mobilieres","2022",NA,"Orange","France","corporation","58.36",58.36,NA,NA,1,"NYSE Euronext","2001",NA,"Government of France","France","13.39",13.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://perma.cc/453A-4JCV https://perma.cc/R696-YPF5","https://perma.cc/Z2J6-B8TK https://perma.cc/F6KX-3MLC","https://perma.cc/F4H5-A2ZS https://perma.cc/3KQ6-F8FH  https://perma.cc/Z2J6-B8TK https://perma.cc/F6KX-3MLC",NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","Orange cote d'ivoire is owned 58.36% by Atlas countries support which is through a chain of ownership owned in 100% by Orange. Thereby I only insert orange"
